"id","edicao","topico","titulo","link","selecionado","foco","nivel","aplicacao","tema","tecnologia"
"07-3H2",7,Statistics Education at the post-secondary level,ASSESSING AND EDUCATING PRESCHOOL TEACHERS ON PROBABILITY CONCEPTS IN THE CLASSROOM,https://iase-web.org/documents/papers/icots7/3H2_PANG.pdf,0,,Superior,,,
"07-3H3",7,Statistics Education at the post-secondary level,MAKING STATISTICS REAL: WORKING WITH STATISTICS NEW ZEALAND,https://iase-web.org/documents/papers/icots7/3H3_BROW.pdf,0,,Superior,,,
"07-3I1",7,Statistics Education at the post-secondary level,TEACHING INDEPENDENCE AND EXCHANGEABILITY,https://iase-web.org/documents/papers/icots7/3I1_CORD.pdf,0,,Superior,,,
"07-3I2",7,Statistics Education at the post-secondary level,A BAYESIAN MATHEMATICAL STATISTICS PRIMER,https://iase-web.org/documents/papers/icots7/3I2_BERN.pdf,0,,Superior,,,
"07-3I3",7,Statistics Education at the post-secondary level,"UNPREDICTABILITY, PROBABILITY UPDATING AND THE THREE PRISONERS PARADOX",https://iase-web.org/documents/papers/icots7/3I3_LOSC.pdf,0,,Superior,,,
"07-3I4",7,Statistics Education at the post-secondary level,STANDARD STATISTICAL CONCEPTS: CAN THEY PRODUCE INCOHERENCE?,https://iase-web.org/documents/papers/icots7/3I4_PERE.pdf,0,,Superior,,,
"07-3J1",7,Statistics Education at the post-secondary level,CAPTURE-RECAPTURE SAMPLING: A STUDENT PROJECT,https://iase-web.org/documents/papers/icots7/3J1_DESO.pdf,1,NA,Superior,ferramenta,tecnologia,Excel
"07-3J2",7,Statistics Education at the post-secondary level,THE ROLE OF SCALES IN TEACHING STATISTICS FOR SOCIAL SCIENCE STUDENTS,https://iase-web.org/documents/papers/icots7/3J2_SEDL.pdf,0,,Superior,,,
"07-3J3",7,Statistics Education at the post-secondary level,CLUSTER OPTIMAL SAMPLE SIZE FOR DEMOGRAPHIC AND HEALTH SURVEYS,https://iase-web.org/documents/papers/icots7/3J3_ALIA.pdf,0,,Superior,,,
"07-4A1",7,"Statistics Education, training and the workplace",TEACHING ENGINEERING STATISTICS TO PRACTICING ENGINEERS,https://iase-web.org/documents/papers/icots7/4A1_ROME.pdf,0,,,,,
"07-4A2",7,"Statistics Education, training and the workplace",ACHIEVING SUCCESS IN INDUSTRIAL TRAINING,https://iase-web.org/documents/papers/icots7/4A2_MART.pdf,0,,,,,
"07-4A3",7,"Statistics Education, training and the workplace",TEACHING MODERN ENGINEERING STATISTICS: THE CONTRIBUTION OF COLLABORATION AND SHARED VIEWS OF THE ROLES OF MATHEMATICAL STATISTICS IN ENGINEERING,https://iase-web.org/documents/papers/icots7/4A3_LIND.pdf,0,,,,,
"07-4A4",7,"Statistics Education, training and the workplace",ENGINEERING STATISTICAL NEEDS AND ENGINEERING CURRICULUM: AN ANALYSIS,https://iase-web.org/documents/papers/icots7/4A4_FERN.pdf,1,NA,Superior,ferramenta,curriculo,NA
"07-4B1",7,"Statistics Education, training and the workplace",UTILIZING DISTANCE EDUCATION TO OFFER WEB-BASED PROFESSIONAL DEVELOPMENT IN STATISTICS EDUCATION TO TEACHERS ACROSS EUROPE,https://iase-web.org/documents/papers/icots7/4B1_MAVR.pdf,0,,,,,
"07-4B2",7,"Statistics Education, training and the workplace",EXPERIENCES IN CONSULTING WITH RUSSIAN BIOLOGISTS ON APPLICATIONS OF STATISTICAL METHODS,https://iase-web.org/documents/papers/icots7/4B2_MCDO.pdf,0,,,,,
"07-4B3",7,"Statistics Education, training and the workplace",TOWARDS A MORE INTEGRATED INTERNATIONAL STATISTICAL SYSTEM: THE ROLE OF TRAINING,https://iase-web.org/documents/papers/icots7/4B3_GIOV.pdf,0,,,,,
"07-4B4",7,"Statistics Education, training and the workplace",INTERNATIONAL STATISTICAL TRAINING – HOW BOTH LARGE AND SMALL ORGANISATIONS CAN BENEFIT FROM INTERNATIONAL COOPERATION,https://iase-web.org/documents/papers/icots7/4B4_EVAN.pdf,0,,,,,
"07-4C1",7,"Statistics Education, training and the workplace",STRENGTHENING RESEARCH AND STATISTICAL SKILLS OF MEDICAL DOCTORS THROUGH A HANDS-ON APPROACH: A CASE STUDY FROM IRAN,https://iase-web.org/documents/papers/icots7/4C1_BAZA.pdf,0,,,,,
"07-4C2",7,"Statistics Education, training and the workplace",BIOSTATISTICS TEACHING IN THE NEW GENOME ERA,https://iase-web.org/documents/papers/icots7/4C2_SOLE.pdf,0,,,,,
"07-4C3",7,"Statistics Education, training and the workplace",TRAINING CHIROPRACTORS FOR CAREERS IN CLINICAL RESEARCH,https://iase-web.org/documents/papers/icots7/4C3_LONG.pdf,0,,,,,
"07-4D1",7,"Statistics Education, training and the workplace",TRAINING FOR APPLIED STATISTICIANS,https://iase-web.org/documents/papers/icots7/4D1_ROSA.pdf,0,,,,,
"07-4D2",7,"Statistics Education, training and the workplace",INFLUENCE OF CONSULTING IN THE SELECTION OF TOPICS WHEN TEACHING STATISTICS,https://iase-web.org/documents/papers/icots7/4D2_SEIE.pdf,0,,,,,
"07-4D3",7,"Statistics Education, training and the workplace",TEACHING FOR APPLIED STATISTICIANS,https://iase-web.org/documents/papers/icots7/4D3_BARR.pdf,0,,,,,
"07-4D4",7,"Statistics Education, training and the workplace","EDUCATING FUTURE STATISTICIANS: AWARENESS, DIVERSITY, SERVICE",https://iase-web.org/documents/papers/icots7/4D4_LEGL.pdf,0,,,,,
"07-4E1",7,"Statistics Education, training and the workplace",INTRODUCING DATA ANALYSIS IN A STATISTICS COURSE IN ENVIRONMENTAL SCIENCE STUDIES,https://iase-web.org/documents/papers/icots7/4E1_CAPI.pdf,0,,,,,
"07-4E2",7,"Statistics Education, training and the workplace",VISUALIZATION TOOLS TO AID IN THE UNDERSTANDING OF GEOSTATISTICS,https://iase-web.org/documents/papers/icots7/4E2_HARP.pdf,1,"aluno,profissionais",NI,ferramenta,tecnologia,Kriging Game
"07-4E3",7,"Statistics Education, training and the workplace",TEACHING STATISTICS TO ENVIRONMENTAL SCIENTISTS,https://iase-web.org/documents/papers/icots7/4E3_BROW.pdf,0,,,,,
"07-4E4",7,"Statistics Education, training and the workplace",COMBINING INTERACTIVE VISUALIZATION AND STATISTICS TO DETECT PATTERNS IN ENVIRONMENTAL DATA,https://iase-web.org/documents/papers/icots7/4E4_HERV.pdf,0,,,,,
"07-4F1",7,"Statistics Education, training and the workplace",THE USE OF ADVANCED VISUALISATION TOOLS FOR COMMUNICATING EUROPEAN DATA ON EARNINGS TO THE CITIZEN,https://iase-web.org/documents/papers/icots7/4F1_GRUN.pdf,0,,,,,
"07-4F2",7,"Statistics Education, training and the workplace",CHANGING APPROACHES AND PERCEPTIONS: BIOSTATISTICS AND ITS ROLE IN TEACHING THE STELLENBOSCH DOCTOR,https://iase-web.org/documents/papers/icots7/4F2_MOST.pdf,0,,,,,
"07-4F3",7,"Statistics Education, training and the workplace",SAMPLE SURVEY STATISTICS TEACHING: AN ALMOST WORLDWIDE PROBLEM ON TEACHING AGRICULTURAL SURVEY METHODS,https://iase-web.org/documents/papers/icots7/4F3_GONZ.pdf,0,,,,,
"07-5A1",7,Statistics Education and the wider society,STATISTICAL ILLITERACY IN LATIN AMERICA: A CONSEQUENCE OF THE DIFFERENT VISIONS ABOUT THE MEANING OF STATISTICS,https://iase-web.org/documents/papers/icots7/5A1_ARAU.pdf,0,,,,,
"07-5A4",7,Statistics Education and the wider society,PROBING COLLEGE STATISTICS TEACHERS’ INSTRUCTIONAL GOALS AND CLASSROOM PRACTICES WITHIN A STATISTICAL LITERACY FRAMEWORK,https://iase-web.org/documents/papers/icots7/5A4_REST.pdf,0,,,,,
"07-5B1",7,Statistics Education and the wider society,SOME EXPERIENCES IN TRAINING STATISTICIANS IN OFFICIAL STATISTICAL OFFICES,https://iase-web.org/documents/papers/icots7/5B1_COOK.pdf,0,,,,,
"07-5B2",7,Statistics Education and the wider society,RECOGNISING AND DEVELOPING GOOD STATISTICS TEACHERS,https://iase-web.org/documents/papers/icots7/5B2_PETO.pdf,0,,,,,
"07-5B3",7,Statistics Education and the wider society,"STATISTICS EDUCATION AND THE COMMUNICATION OF STATISTICS: A REPORT ON THE IASE/ISI SATELLITE MEETING, 2005",https://iase-web.org/documents/papers/icots7/5B3_PHIL.pdf,0,,,,,
"07-5C2",7,Statistics Education and the wider society,WORKING TOGETHER WITH THE MEDIA – EXPERIENCES OF STATISTICS FINLAND,https://iase-web.org/documents/papers/icots7/5C2_HELE.pdf,0,,,,,
"07-5C3",7,Statistics Education and the wider society,BUILDING HOUSES ON STRAW POLLS: A BRIEF LOOK AT SOME CURRENT STATISTICAL REPORTING BY JOURNALISTS IN NEW ZEALAND,https://iase-web.org/documents/papers/icots7/5C3_PALM.pdf,0,,,,,
"07-5D1",7,Statistics Education and the wider society,TEACHING STATISTICS BASICS TO BIOLOGY AND HEALTH PROFESSIONALS THROUGH BAYESIAN IDEAS,https://iase-web.org/documents/papers/icots7/5D1_CHRI.pdf,0,,,,,
"07-5D2",7,Statistics Education and the wider society,THE ROLE OF STATISTICAL METHODS IN COMPUTER SCIENCE AND BIOINFORMATICS,https://iase-web.org/documents/papers/icots7/5D2_ARHI.pdf,0,,,,,
"07-5D3",7,Statistics Education and the wider society,TEACHING BAYESIAN METHODS IN BIO-MEDICAL RESEARCH,https://iase-web.org/documents/papers/icots7/5D3_ABRA.pdf,0,,,,,
"07-5D4",7,Statistics Education and the wider society,WHEN TEACHING STATISTICS TO NON-STATISTICS STUDENTS,https://iase-web.org/documents/papers/icots7/5D4_FREE.pdf,0,,,,,
"07-5E1",7,Statistics Education and the wider society,A NON-STANDARD APPROACH TO TEACHING AN INTRODUCTORY STATISTICS COURSE TO SOCIAL SCIENCE STUDENTS,https://iase-web.org/documents/papers/icots7/5E1_MURP.pdf,0,,,,,
"07-5E2",7,Statistics Education and the wider society,INTENSIVE USE OF FACTORIAL CORRESPONDENCE ANALYSIS FOR TEXT MINING: APPLICATION WITH STATISTICAL EDUCATION PUBLICATIONS,https://iase-web.org/documents/papers/icots7/5E2_MORI.pdf,0,,,,,
"07-5E3",7,Statistics Education and the wider society,ASSESSING PSYCHOLOGY STUDENTS’ DIFFICULTIES WITH CONDITIONAL PROBABILITY AND BAYESIAN REASONING,https://iase-web.org/documents/papers/icots7/5E3_DIAZ.pdf,0,,,,,
"07-5E4",7,Statistics Education and the wider society,SHOULD PSYCHOLOGY ABANDON p VALUES AND TEACH CIs INSTEAD? EVIDENCE-BASED REFORMS IN STATISICS EDUCATION,https://iase-web.org/documents/papers/icots7/5E4_FIDL.pdf,0,,,,,
"07-5F1",7,Statistics Education and the wider society,SPORTS TEAM QUALITY AS A CONTEXT FOR UNDERSTANDING VARIABILITY,https://iase-web.org/documents/papers/icots7/5F1_WELD.pdf,0,,,,,
"07-5F2",7,Statistics Education and the wider society,TEACHING AN INTRODUCTORY STATISTICS CLASS BASED ON SPORTS EXAMPLES,https://iase-web.org/documents/papers/icots7/5F2_LOCK.pdf,0,,,,,
"07-5F3",7,Statistics Education and the wider society,TEACHING THE FUNDAMENTALS OF STATISTICS WITH SPORTS DATA: SHOULD TEAMS WALK OR PITCH TO BARRY BONDS?,https://iase-web.org/documents/papers/icots7/5F3_REIT.pdf,0,,,,,
"07-5G1",7,Statistics Education and the wider society,STATISTICAL METHODS IN GENERAL INSURANCE,https://iase-web.org/documents/papers/icots7/5G1_BOLA.pdf,0,,,,,
"07-5G2",7,Statistics Education and the wider society,STATISTICS AND FINANCE: LIVING ON THE “HEDGE”,https://iase-web.org/documents/papers/icots7/5G2_GIME.pdf,0,,,,,
"07-5G3",7,Statistics Education and the wider society,STATISTICS EDUCATION FOR ACTUARIES: THE SYLLABUS FRAME,https://iase-web.org/documents/papers/icots7/5G3_LOPE.pdf,0,,,,,
"07-5H1",7,Statistics Education and the wider society,USING EXAMPLES RELATED TO HIV/AIDS TO ENHANCE UNDERSTANDING OF STATISTICAL THEORY AND OF SOCIAL IMPLICATIONS OF STATISTICS,https://iase-web.org/documents/papers/icots7/5H1_GALP.pdf,0,,,,,
"07-5H2",7,Statistics Education and the wider society,A COMPARATIVE STUDY OF THE EFFECTS OF MOTIVATIONAL AND ATTITUDINAL FACTORS ON STUDYING STATISTICS,https://iase-web.org/documents/papers/icots7/5H2_BIJK.pdf,0,,,,,
"07-5H3",7,Statistics Education and the wider society,A WAY OF INTEGRATING CIVIC LEARNING INTO STATISTICS COURSES: MEDIA REPORTS,https://iase-web.org/documents/papers/icots7/5H3_SUNG.pdf,0,,,,,
"07-6A1",7,Research in Statistics Education,LISTEN TO THE STUDENTS: UNDERSTANDING AND SUPPORTING STUDENTS’ REASONING ABOUT VARIATION,https://iase-web.org/documents/papers/icots7/6A1_READ.pdf,0,,,,,
"07-6A2",7,Research in Statistics Education,INFORMAL INFERENTIAL REASONING,https://iase-web.org/documents/papers/icots7/6A2_PFAN.pdf,0,,,,,
"07-6A3",7,Research in Statistics Education,INVESTIGATING STATISTICAL UNUSUALNESS IN THE CONTEXT OF A RESAMPLING ACTIVITY: STUDENTS EXPLORING CONNECTIONS BETWEEN SAMPLING DISTRIBUTIONS AND STATISTICAL INFERENCE,https://iase-web.org/documents/papers/icots7/6A3_SALD.pdf,0,,,,,
"07-6B1",7,Research in Statistics Education,ELEMENTARY SCHOOL STUDENTS’ INFORMAL AND INTUITIVE CONCEPTIONS OF PROBABILITY AND DISTRIBUTION,https://iase-web.org/documents/papers/icots7/6B1_KAZA.pdf,0,,,,,
"07-6B2",7,Research in Statistics Education,AN EXPLORATORY STUDY OF STUDENTS’ DIFFICULTIES WITH RANDOM VARIABLES,https://iase-web.org/documents/papers/icots7/6B2_RUIZ.pdf,0,,,,,
"07-6B3",7,Research in Statistics Education,USING EXPERIMENTAL APPROACHES FOR TEACHING PROBABILITY: WORKING ON A PROJECT USING FACE TO FACE AND VIRTUAL SESSIONS,https://iase-web.org/documents/papers/icots7/6B3_COUT.pdf,0,,,,,
"07-6B4",7,Research in Statistics Education,"USING DATA, STUDENT EXPERIENCES AND COLLABORATION IN DEVELOPING PROBABILISTIC REASONING AT THE INTRODUCTORY TERTIARY LEVEL",https://iase-web.org/documents/papers/icots7/6B4_MACG.pdf,0,,,,,
"07-6C1",7,Research in Statistics Education,ISSUES FOR STATISTICAL LITERACY IN THE MIDDLE SCHOOL,https://iase-web.org/documents/papers/icots7/6C1_WATS.pdf,0,,,,,
"07-6C2",7,Research in Statistics Education,INVESTIGATING A HIERARCHY OF STUDENTS’ GRAPH INTERPRETATION,https://iase-web.org/documents/papers/icots7/6C2_AOYA.pdf,0,,,,,
"07-6C3",7,Research in Statistics Education,"DEVELOPING STATISTICAL LITERACY ACROSS SOCIAL, ECONOMIC AND GEOGRAPHICAL BARRIERS USING A “STAND-ALONE” ONLINE COURSE",https://iase-web.org/documents/papers/icots7/6C3_MEYE.pdf,0,,,,,
"07-6C4",7,Research in Statistics Education,STATISTICAL LITERACY SURVEY ANALYSIS: READING GRAPHS AND TABLES OF RATES AND PERCENTAGES,https://iase-web.org/documents/papers/icots7/6C4_SCHI.pdf,0,,,,,
"07-6D1",7,Research in Statistics Education,ASSESSING STATISTICAL LITERACY: A QUESTION OF INTERPRETATION?,https://iase-web.org/documents/papers/icots7/6D1_CALL.pdf,0,,,,,
"07-6D2",7,Research in Statistics Education,REASONING WITH EVIDENCE – NEW OPPORTUNITIES IN ASSESSMENT,https://iase-web.org/documents/papers/icots7/6D2_RIDG.pdf,0,,,,,
"07-6D3",7,Research in Statistics Education,ASSESSING STUDENTS’ STATISTICAL REASONING,https://iase-web.org/documents/papers/icots7/6D3_DELM.pdf,0,,,,,
"07-6E1",7,Research in Statistics Education,ANALYSING TEACHING AND LEARNING PROCESS FOR THE LAW OF LARGE NUMBERS: IMPLICATIONS OF USING SOFTWARE IN TEACHERS EDUCATION,https://iase-web.org/documents/papers/icots7/6E1_GODI.pdf,1,"aluno,professor",Básico,ferramenta,pedagogia,Box Model
"07-6E2",7,Research in Statistics Education,DEVELOPING A COMPUTER INTERACTION TO ENHANCE STUDENT UNDERSTANDING IN STATISTICAL INFERENCE,https://iase-web.org/documents/papers/icots7/6E2_LIPS.pdf,0,,,,,
"07-6E3",7,Research in Statistics Education,SAYING THE SAME (OR A DIFFERENT) THING: HOW SHAPE AFFECTS IDEAS ABOUT DISTRIBUTION IN A SOFTWARE EXPLORATION ENVIRONMENT,https://iase-web.org/documents/papers/icots7/6E3_HAMM.pdf,1,professor,Básico,ferramenta,tecnologia,"Tinkerplots,Fathom"
"07-6E4",7,Research in Statistics Education,INVESTIGATING THE USE AND USEFULNESS OF INSTANT MESSAGING IN AN ELEMENTARY STATISTICS COURSE,https://iase-web.org/documents/papers/icots7/6E4_CUNL.pdf,0,,,,,
"07-6F1",7,Research in Statistics Education,BEING CRITICAL ABOUT APPROACHES TO RESEARCH IN STATISTICS EDUCATION,https://iase-web.org/documents/papers/icots7/6F1_REID.pdf,0,,,,,
"07-6F2",7,Research in Statistics Education,THE MEANING OF STATISTICS VARIATION IN UNIVERSITY BOOKS IN SPAIN,https://iase-web.org/documents/papers/icots7/6F2_ESTE.pdf,0,,,,,
"07-6F3",7,Research in Statistics Education,DESIGN RESEARCH AND DESIGN HEURISTICS IN STATISTICS EDUCATION,https://iase-web.org/documents/papers/icots7/6F3_GRAV.pdf,0,,,,,
"07-6F4",7,Research in Statistics Education,A FRAMEWORK FOR EXAMINING TEACHER KNOWLEDGE AS USED IN ACTION WHILE TEACHING STATISTICS,https://iase-web.org/documents/papers/icots7/6F4_BURG.pdf,0,,,,,
"07-6G1",7,Research in Statistics Education,AN EXAMPLE OF INDIVIDUALIZING LEARNING AND ASSESSMENT THROUGH COMPUTERIZED TESTING,https://iase-web.org/documents/papers/icots7/6G1_FIEL.pdf,0,,,,,
"07-6G2",7,Research in Statistics Education,LEARNING GOALS: THE PRIMACY OF STATISTICAL KNOWLEDGE,https://iase-web.org/documents/papers/icots7/6G2_BROE.pdf,0,,,,,
"07-6G3",7,Research in Statistics Education,ASSESSING STUDENTS’ UNDERSTANDING OF STATISTICS,https://iase-web.org/documents/papers/icots7/6G3_BUDE.pdf,0,,,,,
"07-6G4",7,Research in Statistics Education,INDIVIDUAL CURRICULA – BELIEFS BEHIND TEACHERS’ BELIEFS,https://iase-web.org/documents/papers/icots7/6G4_EICH.pdf,0,,,,,
"07-7A1",7,Technology in Statistics Education,AT THE INTERSECTION OF STATISTICS AND CULTURALLY RELEVANT PEDAGOGY: POTENTIAL AND POTENTIAL CHALLENGES OF LEARNING STATISTICS THROUGH SOCIAL ACTIVISM,https://iase-web.org/documents/papers/icots7/7A1_ENYE.pdf,0,,,,,
"07-7A2",7,Technology in Statistics Education,TOWARDS STATISTICAL THINKING: MAKING REAL DATA REAL,https://iase-web.org/documents/papers/icots7/7A2_GOUL.pdf,1,aluno,Superior,"ferramenta,conteúdo","conteúdo,tecnologia",STATA
"07-7A3",7,Technology in Statistics Education,TEACHING STATISTICS USING A REAL TIME ONLINE DATABASE CREATED BY STUDENTS,https://iase-web.org/documents/papers/icots7/7A3_LEEF.pdf,1,aluno,Superior,ferramenta,pedagogia,NI
"07-7A4",7,Technology in Statistics Education,USE OF WEB-BASED PUBLIC DATABASES IN STATISTICS COURSES: EXPERIENCES AND CHALLENGES,https://iase-web.org/documents/papers/icots7/7A4_BREG.pdf,0,,,,,
"07-7B1",7,Technology in Statistics Education,WEB-BASED INSTRUCTION FOR STATISTICAL POWER ANALYSIS,https://iase-web.org/documents/papers/icots7/7B1_OCON.pdf,0,,,,,
"07-7B2",7,Technology in Statistics Education,GIVING AN INTERNET COURSE ON STATISTICS TO ENVIRONMENTAL SCIENTISTS IN EIGHT COUNTRIES,https://iase-web.org/documents/papers/icots7/7B2_MANL.pdf,0,,,,,
"07-7B3",7,Technology in Statistics Education,WEB SITE AND CONCEPT MAPS TO TEACH STATISTICS,https://iase-web.org/documents/papers/icots7/7B3_ICAZ.pdf,0,,,,,
"07-7B4",7,Technology in Statistics Education,DEVELOPING AND PRESENTING CONCEPTUAL MAPS OF COURSE CONTENT,https://iase-web.org/documents/papers/icots7/7B4_CARR.pdf,0,,,,,
"07-7C1",7,Technology in Statistics Education,STUDENTS’ PROBABILISTIC SIMULATION AND MODELING COMPETENCE AFTER A COMPUTER-INTENSIVE ELEMENTARY COURSE IN STATISTICS AND PROBABILITY,https://iase-web.org/documents/papers/icots7/7C1_MAXA.pdf,1,aluno,Básico,ferramenta,pedagogia,Fathom
"07-7C2",7,Technology in Statistics Education,"DYNAMIC, INTERACTIVE DOCUMENTS FOR TEACHING STATISTICAL PRACTICE",https://iase-web.org/documents/papers/icots7/7C2_NOLA.pdf,0,,,,,
"07-7C3",7,Technology in Statistics Education,MEANINGS’ CONSTRUCTION ABOUT SAMPLING DISTRIBUTIONS IN A DYNAMIC STATISTICS ENVIRONMENT,https://iase-web.org/documents/papers/icots7/7C3_SANC.pdf,1,aluno,Superior,ferramenta,pedagogia,Fathom
"07-7C4",7,Technology in Statistics Education,HOW REPRESENTATIONAL MEDIUM AFFECTS THE DATA DISPLAYS STUDENTS MAKE,https://iase-web.org/documents/papers/icots7/7C4_HARR.pdf,0,,,,,
"07-7D1",7,Technology in Statistics Education,INTERACTIVE SIMULATIONS IN THE TEACHING OF STATISTICS: PROMISE AND PITFALLS,https://iase-web.org/documents/papers/icots7/7D1_LANE.pdf,1,aluno,NI,ferramenta,tecnologia,NI
"07-7D2",7,Technology in Statistics Education,INTERACTIVE 3-DIMENSIONAL DIAGRAMS FOR TEACHING MULTIPLE REGRESSION,https://iase-web.org/documents/papers/icots7/7D2_STIR.pdf,1,aluno,NA,ferramenta,tecnologia,CAST
"07-7D3",7,Technology in Statistics Education,"UNDERSTANDING REPLICATION: CONFIDENCE INTERVALS, P VALUES, AND WHAT’S LIKELY TO HAPPEN NEXT TIME",https://iase-web.org/documents/papers/icots7/7D3_CUMM.pdf,0,,,,,
"07-7D4",7,Technology in Statistics Education,WHAT DOES DRAGGING THIS DO? THE ROLE OF DYNAMICALLY CHANGING DATA AND PARAMETERS IN BUILDING A FOUNDATION FOR STATISTICAL UNDERSTANDING,https://iase-web.org/documents/papers/icots7/7D4_FINZ.pdf,1,aluno,NA,ferramenta,tecnologia,"Fathom,Tinkerplots"
"07-7E1",7,Technology in Statistics Education,USING SIMULATION TO TEACH AND LEARN STATISTICS,https://iase-web.org/documents/papers/icots7/7E1_CHAN.pdf,1,aluno,NI,ferramenta,"curriculo,pedagogia","Minitab,Fathom"
"07-7E2",7,Technology in Statistics Education,DIFFERENCES IN STUDENTS’ USE OF COMPUTER SIMULATION TOOLS AND REASONING ABOUT EMPIRICAL DATA AND THEORETICAL DISTRIBUTIONS,https://iase-web.org/documents/papers/icots7/7E2_RIDE.pdf,1,aluno,"Básico,Superior",ferramenta,tecnologia,Probability Explorer
